text,label
urgent someone is yelling threats asap,THREAT
please he is abusing me please,HARASSMENT
urgent someone is following me,FOLLOWING
please i am getting inappropriate comments please,HARASSMENT
quick someone is harassing me please,HARASSMENT
please i think someone is stalking me,FOLLOWING
i am being assaulted immediately,EMERGENCY
quick this place feels unsafe immediately,THREAT
i feel like i'm being watched please,FOLLOWING
help help me please asap,EMERGENCY
help safety precautions for women asap,PREVENTION
help someone broke into my house asap,EMERGENCY
quick he is abusing me immediately,HARASSMENT
please i feel secure please,SAFE
help i am in danger asap,EMERGENCY
urgent i reached home safely asap,SAFE
urgent i reached home safely now,SAFE
i am getting inappropriate comments immediately,HARASSMENT
please i feel threatened please,THREAT
quick i feel secure please,SAFE
help ways to stay safe while traveling asap,PREVENTION
urgent someone is chasing me asap,FOLLOWING
someone is bothering me now,HARASSMENT
help i am scared right now immediately,THREAT
i think someone is stalking me,FOLLOWING
everything is okay immediately,SAFE
urgent help me please asap,EMERGENCY
urgent a man is walking behind me immediately,FOLLOWING
urgent everything is okay please,SAFE
help i reached home safely,SAFE
quick how can i protect myself,PREVENTION
urgent i am in danger please,EMERGENCY
urgent someone is yelling threats,THREAT
quick no problem now now,SAFE
please someone is chasing me asap,FOLLOWING
help me please asap,EMERGENCY
this place feels unsafe immediately,THREAT
quick i feel like i'm being watched,FOLLOWING
urgent i feel secure asap,SAFE
please i reached home safely,SAFE
help someone is chasing me asap,FOLLOWING
quick give me safety tips asap,PREVENTION
urgent this area is dangerous,THREAT
help i reached home safely,SAFE
help no problem now immediately,SAFE
urgent i feel secure,SAFE
help someone broke into my house now,EMERGENCY
help no problem now,SAFE
urgent i feel secure immediately,SAFE
quick give me safety tips now,PREVENTION
urgent i feel uncomfortable with someone,HARASSMENT
urgent i feel threatened,THREAT
urgent a man is walking behind me asap,FOLLOWING
quick this area is dangerous now,THREAT
please he is abusing me now,HARASSMENT
help i am safe now immediately,SAFE
quick i am scared right now,THREAT
everything is okay now,SAFE
urgent ways to stay safe while traveling immediately,PREVENTION
quick someone is harassing me immediately,HARASSMENT
quick someone is following me asap,FOLLOWING
urgent how can i protect myself immediately,PREVENTION
quick this place feels unsafe now,THREAT
please how to stay safe at night now,PREVENTION
i am scared right now please,THREAT
quick someone is attacking me please,EMERGENCY
urgent i am safe now,SAFE
please this area is dangerous immediately,THREAT
i am scared right now,THREAT
help someone is attacking me immediately,EMERGENCY
help i feel like i'm being watched please,FOLLOWING
help no problem now immediately,SAFE
please everything is okay,SAFE
urgent i am getting inappropriate comments,HARASSMENT
urgent someone is yelling threats immediately,THREAT
help i feel threatened,THREAT
help i feel uncomfortable with someone now,HARASSMENT
please i feel secure,SAFE
quick someone is harassing me,HARASSMENT
please this area is dangerous immediately,THREAT
quick he is abusing me,HARASSMENT
urgent i am scared right now now,THREAT
urgent someone is bothering me immediately,HARASSMENT
urgent i reached home safely,SAFE
help someone is bothering me immediately,HARASSMENT
urgent someone is chasing me asap,FOLLOWING
help someone broke into my house asap,EMERGENCY
help someone broke into my house please,EMERGENCY
quick someone is chasing me asap,FOLLOWING
help this place feels unsafe please,THREAT
urgent someone is following me asap,FOLLOWING
i am being assaulted,EMERGENCY
urgent he is abusing me asap,HARASSMENT
quick how can i protect myself,PREVENTION
please i feel uncomfortable with someone asap,HARASSMENT
urgent someone broke into my house now,EMERGENCY
please i am scared right now immediately,THREAT
please help me please,EMERGENCY
please how to stay safe at night now,PREVENTION
quick i am being assaulted asap,EMERGENCY
this place feels unsafe immediately,THREAT
help this area is dangerous asap,THREAT
quick he is abusing me please,HARASSMENT
i feel uncomfortable with someone immediately,HARASSMENT
help how to stay safe at night now,PREVENTION
help i am safe now,SAFE
help no problem now asap,SAFE
help someone is yelling threats asap,THREAT
urgent how can i protect myself now,PREVENTION
help i reached home safely,SAFE
i feel like i'm being watched,FOLLOWING
please this area is dangerous now,THREAT
please ways to stay safe while traveling now,PREVENTION
quick i reached home safely now,SAFE
help i am in danger immediately,EMERGENCY
help i feel uncomfortable with someone now,HARASSMENT
please i am in danger please,EMERGENCY
please he is abusing me now,HARASSMENT
how to stay safe at night asap,PREVENTION
quick i am scared right now asap,THREAT
urgent he is abusing me,HARASSMENT
urgent someone broke into my house now,EMERGENCY
urgent he is abusing me asap,HARASSMENT
please i feel secure now,SAFE
help someone is bothering me please,HARASSMENT
quick everything is okay immediately,SAFE
quick i am being assaulted asap,EMERGENCY
please someone broke into my house now,EMERGENCY
this place feels unsafe please,THREAT
help someone broke into my house asap,EMERGENCY
i am safe now please,SAFE
urgent a man is walking behind me asap,FOLLOWING
help everything is okay please,SAFE
help i am scared right now please,THREAT
please someone broke into my house asap,EMERGENCY
no problem now immediately,SAFE
please someone broke into my house asap,EMERGENCY
help this place feels unsafe asap,THREAT
quick this area is dangerous now,THREAT
please how can i protect myself,PREVENTION
help i feel threatened asap,THREAT
someone is harassing me please,HARASSMENT
please give me safety tips,PREVENTION
help i feel like i'm being watched please,FOLLOWING
urgent how to stay safe at night immediately,PREVENTION
please ways to stay safe while traveling please,PREVENTION
quick help me please immediately,EMERGENCY
i feel uncomfortable with someone now,HARASSMENT
help ways to stay safe while traveling please,PREVENTION
help i am in danger,EMERGENCY
quick everything is okay asap,SAFE
urgent i am in danger now,EMERGENCY
quick a man is walking behind me please,FOLLOWING
i am getting inappropriate comments now,HARASSMENT
quick no problem now now,SAFE
help i am safe now,SAFE
quick someone is following me asap,FOLLOWING
urgent i think someone is stalking me please,FOLLOWING
please someone broke into my house,EMERGENCY
help someone is bothering me,HARASSMENT
someone is harassing me,HARASSMENT
ways to stay safe while traveling asap,PREVENTION
please i am safe now now,SAFE
someone is yelling threats,THREAT
a man is walking behind me please,FOLLOWING
quick someone is attacking me,EMERGENCY
urgent i feel threatened asap,THREAT
urgent i feel threatened please,THREAT
quick give me safety tips now,PREVENTION
i feel secure,SAFE
urgent everything is okay please,SAFE
quick i am scared right now immediately,THREAT
help i am getting inappropriate comments asap,HARASSMENT
please this area is dangerous now,THREAT
urgent someone is chasing me asap,FOLLOWING
urgent no problem now,SAFE
help help me please now,EMERGENCY
help i am safe now,SAFE
no problem now asap,SAFE
help someone is attacking me please,EMERGENCY
urgent how can i protect myself please,PREVENTION
safety precautions for women,PREVENTION
please give me safety tips immediately,PREVENTION
please help me please please,EMERGENCY
how to stay safe at night please,PREVENTION
i feel secure asap,SAFE
quick someone broke into my house asap,EMERGENCY
urgent someone broke into my house now,EMERGENCY
help me please immediately,EMERGENCY
how can i protect myself,PREVENTION
quick i am being assaulted,EMERGENCY
quick this area is dangerous immediately,THREAT
urgent someone broke into my house now,EMERGENCY
please someone is chasing me,FOLLOWING
quick someone is bothering me immediately,HARASSMENT
urgent someone is harassing me please,HARASSMENT
please someone is following me,FOLLOWING
urgent no problem now asap,SAFE
everything is okay asap,SAFE
quick ways to stay safe while traveling now,PREVENTION
quick i feel threatened now,THREAT
help this place feels unsafe asap,THREAT
please someone is chasing me now,FOLLOWING
urgent give me safety tips asap,PREVENTION
urgent i am safe now,SAFE
help i am getting inappropriate comments immediately,HARASSMENT
help someone is bothering me asap,HARASSMENT
quick how to stay safe at night please,PREVENTION
please i am in danger please,EMERGENCY
urgent someone is yelling threats now,THREAT
quick someone is chasing me please,FOLLOWING
quick someone broke into my house now,EMERGENCY
help this place feels unsafe,THREAT
urgent someone is chasing me,FOLLOWING
help i feel uncomfortable with someone please,HARASSMENT
help a man is walking behind me asap,FOLLOWING
this area is dangerous immediately,THREAT
please give me safety tips immediately,PREVENTION
urgent someone is yelling threats asap,THREAT
help someone is following me now,FOLLOWING
a man is walking behind me immediately,FOLLOWING
quick give me safety tips please,PREVENTION
quick how to stay safe at night,PREVENTION
please i am in danger,EMERGENCY
quick this area is dangerous,THREAT
safety precautions for women please,PREVENTION
urgent ways to stay safe while traveling asap,PREVENTION
quick i am getting inappropriate comments please,HARASSMENT
someone is bothering me please,HARASSMENT
urgent i am in danger asap,EMERGENCY
urgent help me please now,EMERGENCY
this area is dangerous please,THREAT
quick i am being assaulted immediately,EMERGENCY
urgent help me please immediately,EMERGENCY
please how can i protect myself now,PREVENTION
urgent how can i protect myself please,PREVENTION
help everything is okay now,SAFE
help i feel like i'm being watched please,FOLLOWING
urgent how to stay safe at night,PREVENTION
please someone is following me now,FOLLOWING
quick how can i protect myself now,PREVENTION
help everything is okay,SAFE
help help me please immediately,EMERGENCY
everything is okay,SAFE
please help me please,EMERGENCY
this place feels unsafe please,THREAT
quick he is abusing me please,HARASSMENT
quick i feel uncomfortable with someone immediately,HARASSMENT
how to stay safe at night now,PREVENTION
i am being assaulted please,EMERGENCY
please i feel like i'm being watched,FOLLOWING
i am getting inappropriate comments now,HARASSMENT
help how can i protect myself please,PREVENTION
help he is abusing me now,HARASSMENT
please i am being assaulted asap,EMERGENCY
help a man is walking behind me please,FOLLOWING
